class,cap-shape,Cap-surface,cap-color,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,family,name,predicted_class
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,e,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,n,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
p,x,g,n,,w,,,f,f,Tricholoma Family,Tufted Bell Cap,p
p,x,g,e,,n,,,f,f,Tricholoma Family,Fuzzy Polypore,p
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
e,c,g,n,,g,,,f,f,Tricholoma Family,Milky Bell Cap,e
